game_id,season,week,date,away_team,home_team,fav_team,dog_team,spread,total,fav_pts,dog_pts,actual_total,bias,model_prob,over,threshold,passes_filter,flat_units_risked,flat_units_pnl,kelly_units,kelly_units_pnl
400869326,2016,11,2016-11-09,Western Michigan,Kent State,Western Michigan,Kent State,21,55,37,21,58,0.3482775261,0.4928017404,1,1.75,0,0,0,0,0
400869325,2016,11,2016-11-09,Eastern Michigan,Ball State,Ball State,Eastern Michigan,1,59.5,41,48,89,0.03848748784,0.4782955678,1,1.75,0,0,0,0,0
400869327,2016,11,2016-11-10,Bowling Green,Akron,Akron,Bowling Green,10.5,73,28,38,66,0.01152890704,0.4770342922,0,1.75,0,0,0,0,0
400869328,2016,11,2016-11-10,Toledo,Northern Illinois,Toledo,Northern Illinois,6,69.5,31,24,55,0.01163977401,0.4770394788,0,1.75,0,0,0,0,0
400869844,2016,11,2016-11-11,Louisiana,Georgia Southern,Georgia Southern,Louisiana,7.5,45,26,33,59,0.2960116359,0.4903531545,1,1.75,0,0,0,0,0
400869055,2016,11,2016-11-13,Ole Miss,Texas A&M,Texas A&M,Ole Miss,7,62,28,29,57,0.03663490887,0.4782088865,0,1.75,0,0,0,0,0
400869334,2016,12,2016-11-19,Buffalo,Western Michigan,Western Michigan,Buffalo,34.5,55.5,38,0,38,1.11237705,0.5285819144,0,1.75,0,0,0,0.2505505045,-0.2505505045
400869059,2016,12,2016-11-19,Louisiana,Georgia,Georgia,Louisiana,21.5,44.5,35,21,56,0.9529656459,0.5211266413,1,1.75,0,0,0,0,0
400869410,2016,12,2016-11-19,Middle Tennessee,Charlotte,Middle Tennessee,Charlotte,6.5,55.5,38,31,69,0.08170579951,0.4803180143,1,1.75,0,0,0,0,0
400869336,2016,13,2016-11-23,Ball State,Miami (OH),Miami (OH),Ball State,8.5,55,21,20,41,0.1019056458,0.4812634644,0,1.75,0,0,0,0,0
400869337,2016,13,2016-11-23,Central Michigan,Eastern Michigan,Central Michigan,Eastern Michigan,1,55.5,21,26,47,0.06538004802,0.4795539712,0,1.75,0,0,0,0,0
400869252,2016,13,2016-11-25,Boise State,Air Force,Boise State,Air Force,7.5,63.5,20,27,47,0.03130787736,0.4779596431,0,1.75,0,0,0,0,0
400869340,2016,13,2016-11-25,Toledo,Western Michigan,Western Michigan,Toledo,8,71.5,55,35,90,0.01060977547,0.476991294,1,1.75,0,0,0,0,0
400869339,2016,13,2016-11-25,Northern Illinois,Kent State,Northern Illinois,Kent State,7,45.5,31,21,52,0.2718095267,0.4892194361,1,1.75,0,0,0,0,0
400869338,2016,13,2016-11-25,Buffalo,Bowling Green,Bowling Green,Buffalo,11.5,60,27,19,46,0.07413621852,0.4799637497,0,1.75,0,0,0,0,0
400869418,2016,13,2016-11-25,Louisiana Tech,Southern Miss,Louisiana Tech,Southern Miss,14.5,71.5,24,39,63,0.02395948331,0.4776158374,0,1.75,0,0,0,0,0
400869604,2016,13,2016-11-26,Kansas,Kansas State,Kansas State,Kansas,24,51,34,19,53,0.6710901321,0.5079275547,1,1.75,0,0,0,0,0
400869255,2016,13,2016-11-26,San José State,Fresno State,San José State,Fresno State,3.5,51.5,16,14,30,0.1137693028,0.4818187901,0,1.75,0,0,0,0,0
400869416,2016,13,2016-11-26,Florida International,Old Dominion,Old Dominion,Florida International,14,60,42,28,70,0.09725024049,0.4810455595,1,1.75,0,0,0,0,0
400869256,2016,13,2016-11-26,Nevada,UNLV,UNLV,Nevada,9.5,59,10,45,55,0.06833376138,0.4796921991,0,1.75,0,0,0,0,0
400869420,2016,13,2016-11-26,North Texas,UTEP,North Texas,UTEP,4,51.5,24,52,76,0.1159901773,0.481922751,1,1.75,0,0,0,0,0
400869417,2016,13,2016-11-26,Florida Atlantic,Middle Tennessee,Middle Tennessee,Florida Atlantic,13.5,64,77,56,133,0.05640275925,0.479133867,1,1.75,0,0,0,0,0
400869415,2016,13,2016-11-27,Charlotte,UTSA,UTSA,Charlotte,12.5,53,33,14,47,0.1857979605,0.4851910968,0,1.75,0,0,0,0,0
400869419,2016,13,2016-11-27,Western Kentucky,Marshall,Western Kentucky,Marshall,28,62.5,60,6,66,0.3296324858,0.4919282097,1,1.75,0,0,0,0,0
400869253,2016,13,2016-11-27,Colorado State,San Diego State,San Diego State,Colorado State,12,53.5,31,63,94,0.1674995553,0.4843342746,1,1.75,0,0,0,0,0
400869090,2016,1,2016-08-27,Hawai'i,California,California,Hawai'i,21.5,66,51,31,82,0.1128054946,0.4817736739,1,1.75,0,0,0,0,0
400869097,2016,1,2016-09-03,Rutgers,Washington,Washington,Rutgers,25,56.5,48,13,61,0.4424461257,0.4972140336,1,1.75,0,0,0,0,0
400868972,2016,1,2016-09-03,Georgia,North Carolina,Georgia,North Carolina,3.5,60,33,24,57,0.03803114491,0.4782742156,0,1.75,0,0,0,0,0
400868976,2016,1,2016-09-03,Missouri,West Virginia,West Virginia,Missouri,10,51.5,26,11,37,0.1746600759,0.4846695573,0,1.75,0,0,0,0,0
400869267,2016,1,2016-09-03,Western Michigan,Northwestern,Northwestern,Western Michigan,3.5,53.5,21,22,43,0.08881647871,0.480650816,0,1.75,0,0,0,0,0
400868970,2016,1,2016-09-03,Louisiana Tech,Arkansas,Arkansas,Louisiana Tech,21,52.5,21,20,41,0.4445925435,0.4973146106,0,1.75,0,0,0,0,0
