source,dataset,field,type,example
graphql,coachSeason,postseasonRank,int,12
graphql,coachSeason,preseasonRank,int,23
graphql,conference,division,string,ii
graphql,conference,id,int,187
graphql,conference,name,string,Carolinas
graphql,conference,shortName,string,Conference Carolinas
graphql,conference,abbreviation,string,MAC
graphql,conference,srName,string,American
graphql,currentTeams,abbreviation,string,SEC
graphql,currentTeams,classification,string,fbs
graphql,currentTeams,conference,string,SEC
graphql,currentTeams,conferenceId,int,8
graphql,currentTeams,school,string,Auburn
graphql,currentTeams,teamId,int,2
graphql,currentTeams,division,string,West
graphql,draftPicks,collegeId,int,3915511
graphql,draftPicks,collegeTeamId,int,99
graphql,draftPicks,grade,int,94
graphql,draftPicks,height,int,76
graphql,draftPicks,name,string,Joe Burrow
graphql,draftPicks,nflTeamId,int,4
graphql,draftPicks,overall,int,1
graphql,draftPicks,overallRank,int,2
graphql,draftPicks,pick,int,1
graphql,draftPicks,positionId,int,8
graphql,draftPicks,positionRank,int,1
graphql,draftPicks,round,int,1
graphql,draftPicks,weight,int,221
graphql,draftPicks,year,int,2020
graphql,game,attendance,int,66881
graphql,game,awayClassification,string,fbs
graphql,game,awayConference,string,Ind
graphql,game,awayConferenceId,int,18
graphql,game,awayEndElo,int,2173
graphql,game,awayLineScores,list,"[0, 3, 7, 17]"
graphql,game,awayPoints,int,27
graphql,game,awayPostgameWinProb,float,0.6591097066343521
graphql,game,awayStartElo,int,2173
graphql,game,awayTeam,string,Notre Dame
graphql,game,awayTeamId,int,87
graphql,game,conferenceGame,bool,False
graphql,game,excitement,float,8.3289956444
graphql,game,homeClassification,string,fbs
graphql,game,homeConference,string,B1G
graphql,game,homeConferenceId,int,5
graphql,game,homeEndElo,int,2063
graphql,game,homeLineScores,list,"[0, 10, 0, 14]"
graphql,game,homePoints,int,24
graphql,game,homePostgameWinProb,float,0.34089029336564786
graphql,game,homeStartElo,int,2063
graphql,game,homeTeam,string,Penn State
graphql,game,homeTeamId,int,213
graphql,game,id,int,401677189
graphql,game,neutralSite,bool,True
graphql,game,notes,string,College Football Playoff Semifinal at the Capital One Orange
graphql,game,season,int,2024
graphql,game,seasonType,string,postseason
graphql,game,startDate,string,2025-01-10T00:30:00
graphql,game,startTimeTbd,bool,False
graphql,game,status,string,completed
graphql,game,venueId,int,3948
graphql,game,week,int,1
graphql,gameLines,gameId,int,401110840
graphql,gameLines,linesProviderId,int,999999
graphql,gameLines,overUnder,float,49.0
graphql,gameLines,spread,float,-14.0
graphql,gameLines,moneylineAway,int,120
graphql,gameLines,moneylineHome,int,-142
graphql,gameLines,overUnderOpen,float,43.5
graphql,gameLines,spreadOpen,float,-1.0
graphql,gameMedia,mediaType,string,tv
graphql,gameMedia,name,string,ESPN2
graphql,gamePlayerStat,athleteId,int,4240528
graphql,gamePlayerStat,gameTeamId,int,311
graphql,gamePlayerStat,id,int,82257
graphql,gamePlayerStat,stat,string,1
graphql,gameTeam,endElo,int,1990
graphql,gameTeam,gameId,int,400935229
graphql,gameTeam,homeAway,string,away
graphql,gameTeam,lineScores,list,"[3, 10, 22, 14]"
graphql,gameTeam,points,int,49
graphql,gameTeam,startElo,int,1966
graphql,gameTeam,teamId,int,194
graphql,gameTeam,winProb,float,0.9933549257631206
graphql,gameWeather,dewpoint,float,70.3
graphql,gameWeather,gameId,int,401212522
graphql,gameWeather,humidity,float,88.8
graphql,gameWeather,precipitation,float,0.039
graphql,gameWeather,pressure,float,1015.2
graphql,gameWeather,snowfall,int,0
graphql,gameWeather,temperature,float,73.8
graphql,gameWeather,weatherConditionCode,int,7
graphql,gameWeather,windDirection,int,60
graphql,gameWeather,windSpeed,float,21.1
graphql,historicalTeam,abbreviation,string,PRIN
graphql,historicalTeam,active,bool,True
graphql,historicalTeam,altColor,string,ff6000
graphql,historicalTeam,classification,string,fbs
graphql,historicalTeam,conference,string,FBS Independents
graphql,historicalTeam,conferenceAbbreviation,string,Ind
graphql,historicalTeam,conferenceId,int,18
graphql,historicalTeam,conferenceShortName,string,FBS Independents
graphql,historicalTeam,countryCode,string,US
graphql,historicalTeam,displayName,string,Princeton Tigers
graphql,historicalTeam,endYear,int,1916
graphql,historicalTeam,id,int,163
graphql,historicalTeam,images,list,"[""http://a.espncdn.com/i/teamlogos/ncaa/500/163.png"", ""http:"
graphql,historicalTeam,mascot,string,Tigers
graphql,historicalTeam,nickname,string,Princeton
graphql,historicalTeam,school,string,Princeton
graphql,historicalTeam,shortDisplayName,string,Princeton
graphql,historicalTeam,startYear,int,1897
graphql,historicalTeam,twitter,string,@PUTigerFootball
graphql,historicalTeam,color,string,004a81
graphql,historicalTeam,ncaaName,string,Army West Point
graphql,historicalTeam,altName,string,Amherst
graphql,poll,season,int,2020
graphql,poll,seasonType,string,regular
graphql,poll,week,int,1
graphql,pollRank,firstPlaceVotes,int,20
graphql,pollRank,points,int,0
graphql,pollRank,rank,int,1
graphql,predictedPoints,distance,int,1
graphql,predictedPoints,down,int,1
graphql,predictedPoints,predictedPoints,float,6.061978724879557
graphql,predictedPoints,yardLine,int,1
graphql,ratings,conference,string,Conference USA
graphql,ratings,conferenceId,int,12
graphql,ratings,elo,int,997
graphql,ratings,fpi,float,-21.253
graphql,ratings,fpiAvgWinProbabilityRank,int,121
graphql,ratings,fpiDefensiveEfficiency,float,28.354
graphql,ratings,fpiGameControlRank,int,122
graphql,ratings,fpiOffensiveEfficiency,float,14.308
graphql,ratings,fpiOverallEfficiency,float,16.573
graphql,ratings,fpiResumeRank,int,132
graphql,ratings,fpiSosRank,int,129
graphql,ratings,fpiSpecialTeamsEfficiency,float,51.052
graphql,ratings,fpiStrengthOfRecordRank,int,122
graphql,ratings,spDefense,float,35.6
graphql,ratings,spOffense,int,16
graphql,ratings,spOverall,float,-21.2
graphql,ratings,spSpecialTeams,float,-1.6
graphql,ratings,srs,float,-19.4
graphql,ratings,team,string,Florida International
graphql,ratings,teamId,int,2229
graphql,ratings,year,int,2023
graphql,ratings,fpiRemainingSosRank,int,2
graphql,recruit,height,int,75
graphql,recruit,id,int,108699
graphql,recruit,name,string,Jeremiah Smith
graphql,recruit,ranking,int,1
graphql,recruit,rating,float,0.9997
graphql,recruit,recruitType,string,HighSchool
graphql,recruit,stars,int,5
graphql,recruit,weight,int,214
graphql,recruit,year,int,2024
graphql,recruitingTeam,id,int,3177
graphql,recruitingTeam,points,float,313.34
graphql,recruitingTeam,rank,int,1
graphql,recruitingTeam,year,int,2020
graphql,teamTalent,talent,float,990.47
graphql,teamTalent,year,int,2020
graphql,transfer,eligibility,string,Immediate
graphql,transfer,firstName,string,Cameron
graphql,transfer,lastName,string,Wilkins
graphql,transfer,season,int,2021
graphql,transfer,stars,int,3
graphql,transfer,transferDate,string,2021-07-31T14:46:00
graphql,transfer,rating,float,0.89
