game_id,season,week,date,away_team,home_team,fav_team,dog_team,spread,total,fav_pts,dog_pts,actual_total,bias,model_prob,over,threshold,passes_filter,flat_units_risked,flat_units_pnl,kelly_units,kelly_units_pnl
400869719,2016,2,2016-09-10,Florida Atlantic,Miami,Miami,Florida Atlantic,25,63,38,10,48,0.2345726365,0.4914024145,0,1.75,0,0,0,0,0
400868911,2016,2,2016-09-10,Rice,Army,Army,Rice,8.5,52,31,14,45,0.1477014968,0.4879378146,0,1.75,0,0,0,0,0
400868958,2016,2,2016-09-10,Boston College,Massachusetts,Boston College,Massachusetts,15.5,37.5,26,7,33,1.085115899,0.52531763,0,1.75,0,0,0,0.07917557517,-0.07917557517
400869187,2016,2,2016-09-10,Wyoming,Nebraska,Nebraska,Wyoming,25.5,56,52,17,69,0.4930980924,0.5017157612,1,1.75,0,0,0,0,0
400869435,2016,2,2016-09-10,NC State,East Carolina,NC State,East Carolina,6,59,30,33,63,0.05121925709,0.4840909821,1,1.75,0,0,0,0,0
400869436,2016,2,2016-09-10,Penn State,Pittsburgh,Pittsburgh,Penn State,3.5,44,42,39,81,0.2744563705,0.492993293,1,1.75,0,0,0,0,0
400869101,2016,2,2016-09-10,Utah State,USC,USC,Utah State,15.5,54.5,45,7,52,0.2157972103,0.4906535479,0,1.75,0,0,0,0,0
400869277,2016,2,2016-09-10,Ohio,Kansas,Kansas,Ohio,3,61,21,37,58,0.03291450583,0.4833613116,0,1.75,0,0,0,0,0
400868983,2016,2,2016-09-10,Kentucky,Florida,Florida,Kentucky,14,48.5,45,7,52,0.3491253957,0.4959719637,1,1.75,0,0,0,0,0
400869431,2016,2,2016-09-10,Wake Forest,Duke,Duke,Wake Forest,6.5,45.5,14,24,38,0.2667089204,0.4926842539,0,1.75,0,0,0,0,0
400869512,2016,2,2016-09-10,UConn,Navy,Navy,UConn,3.5,43.5,28,24,52,0.2899894866,0.493612908,1,1.75,0,0,0,0,0
400869269,2016,2,2016-09-10,Ball State,Indiana,Indiana,Ball State,16.5,63.5,30,20,50,0.08699430068,0.4855172112,0,1.75,0,0,0,0,0
400869273,2016,2,2016-09-10,Northern Illinois,South Florida,South Florida,Northern Illinois,14,55,48,17,65,0.1757593873,0.4890567341,1,1.75,0,0,0,0,0
400868923,2016,2,2016-09-10,BYU,Utah,Utah,BYU,3,43,20,19,39,0.3020161206,0.4940926603,0,1.75,0,0,0,0,0
400869434,2016,2,2016-09-10,North Carolina,Illinois,North Carolina,Illinois,7,59.5,48,23,71,0.05197207273,0.4841209923,1,1.75,0,0,0,0,0
400869102,2016,2,2016-09-11,UNLV,UCLA,UCLA,UNLV,27,57.5,42,21,63,0.4927813125,0.5017031232,1,1.75,0,0,0,0,0
400869106,2016,2,2016-09-11,Washington State,Boise State,Boise State,Washington State,13.5,74.5,31,28,59,0.01429272433,0.4826190607,0,1.75,0,0,0,0,0
400869107,2016,2,2016-09-11,California,San Diego State,San Diego State,California,5.5,59.5,45,40,85,0.04626033359,0.4838933024,1,1.75,0,0,0,0,0
400869109,2016,3,2016-09-17,Arizona State,UTSA,Arizona State,UTSA,21.5,58,32,28,60,0.2747419458,0.4930046844,1,1.75,0,0,0,0,0
400868997,2016,3,2016-09-17,Alabama,Ole Miss,Alabama,Ole Miss,10,53,48,43,91,0.1497213671,0.4880183618,1,1.75,0,0,0,0,0
400869440,2016,3,2016-09-17,Florida State,Louisville,Louisville,Florida State,2,65,63,20,83,0.01817019283,0.482773609,1,1.75,0,0,0,0,0
400869111,2016,3,2016-09-17,Colorado,Michigan,Michigan,Colorado,17.5,55.5,45,28,73,0.2374248137,0.4915161776,1,1.75,0,0,0,0,0
400869110,2016,3,2016-09-18,USC,Stanford,Stanford,USC,7.5,48.5,27,10,37,0.2040169636,0.4901837039,0,1.75,0,0,0,0,0
400869657,2016,3,2016-09-17,Georgia State,Wisconsin,Wisconsin,Georgia State,35.5,51.5,23,17,40,1.650083499,0.5477596898,0,1.75,0,0,0,1.257383712,-1.257383712
400869117,2016,3,2016-09-18,Texas,California,Texas,California,7.5,79.5,43,50,93,0.003007364982,0.4821692635,1,1.75,0,0,0,0,0
